usr,q4_sent,q4_received,q4_access,q4_comments_on_sent,q4_comments_on_received,q4_likes_on_sent,q4_likes_on_received,working_days
AWSUS#1OGdmzr1aL+ZFkGNHJMRzQ==,0,0,15,0,0,0,0,438
AWSUS#2hEREs7mzKS3xyXON8xLvA==,0,0,0,0,0,0,0,2446
AWSUS#5mb+zdo3kVAtYXZxyX4wbw==,48,0,371,21,0,259,0,176
AWSUS#B4LMLgpqOvUzwjk65SdwQw==,0,0,5,0,0,0,0,1001
AWSUS#kc+qNelGQxhvfrL5ekx0mA==,0,0,0,0,0,0,0,3
AWSUS#ub7k5daqF/wUsbQeLjEFew==,0,3,32,0,1,0,10,4074
AWSUS#GaIaismydZWdstuj0zcXCw==,0,0,0,0,0,0,0,2922
AWSUS#WF2hW5WJ7VYcL7LKTW6p4A==,0,1,22,0,0,0,2,4074
AWSUS#dxh8V5DI1A2EJVRBGZXrLg==,0,0,6,0,0,0,0,965
AWSUS#2IQ9chlQQIjoj2dqJH7xuQ==,0,0,0,0,0,0,0,231
AWSUS#w+JQDOqYzgBYUqY39vznsw==,0,0,0,0,0,0,0,57
AWSUS#3zr7kUHBPBveoZ5+hV7THw==,6,1,101,42,1,24,3,4074
AWSUS#3oRUVB56WCiQxUFyh3bszA==,0,0,6,0,0,0,0,3084
AWSUS#/nI8aTbfI8rF0gGWHV99Ag==,0,0,30,0,0,0,0,154
AWSUS#mJNOGXa74lNXNQopR4Ue+A==,40,0,3358,102,0,208,0,133
AWSUS#2Sj+EMc/jmxuuxT0Lx+hkA==,0,0,36,0,0,0,0,4074
AWSUS#yGDvMb697cBC8s1Txo0Udw==,0,0,0,0,0,0,0,69
AWSUS#cjhj2aTz/8cJGI61LgrXfA==,5,1,1350,15,0,15,2,1287
AWSUS#6yG3n7pLBRWRVJjMt52Yow==,0,0,6,0,0,0,0,3478
AWSUS#RmG+FtwcmYThqhm/2/KdCQ==,12,0,102,22,0,47,0,4074
AWSUS#/kwnzfpQZGUHB0zhRG+pEg==,0,0,4,0,0,0,0,3340
AWSUS#NmQOhUPbR5sCSYTQ6kd3Kw==,0,0,162,0,0,0,0,180
AWSUS#18zE4/m7BQJhAYMXwBXNuA==,0,0,0,0,0,0,0,2544
AWSUS#PB9+Cq+fE0cvsplYeEzPQA==,0,0,8,0,0,0,0,3112
AWSUS#t7UXqa53OdcMfGhm4pZwcQ==,0,0,7,0,0,0,0,771
AWSUS#0HQAZhi23QBz9Q+rTya+sg==,0,0,0,0,0,0,0,2435
AWSUS#NRqtv/+WLVeHkvHSjiwmIw==,0,0,0,0,0,0,0,5
AWSUS#5Q9mGi1SsP9deauPBQNSHw==,0,0,2,0,0,0,0,3801
AWSUS#b205iQgFO95LuNaZoFp0bw==,0,0,2,0,0,0,0,3218
AWSUS#g+1AtJL2I1yhvwPU9vFkcA==,0,0,2,0,0,0,0,2840
AWSUS#vMZlQ8zC1wfHXeTP1AqLrA==,0,0,3,0,0,0,0,785
AWSUS#PPqY8ISclaFsMZthPoCH2w==,0,1,0,0,0,0,2,4074
AWSUS#jRCk2myYPO2YBOCrgbhRTg==,0,0,0,0,0,0,0,4074
AWSUS#NIHdULCOPhvubp3+5uxamg==,0,0,0,0,0,0,0,2606
AWSUS#5jyyDb1j0hmG9E85SiANFA==,0,0,0,0,0,0,0,951
AWSUS#KREI6Uxe8CWih3j0oOZY5Q==,0,0,67,0,0,0,0,250
AWSUS#jX0aqUNu16WoGHxvfJ7WGw==,0,0,0,0,0,0,0,1
AWSUS#j61qb/ss4Jco8bpypAggsw==,0,0,0,0,0,0,0,218
AWSUS#jOjo0EA0LP6J7P8g0nOcfQ==,0,0,1,0,0,0,0,559
AWSUS#zdAbFreEm7rhPby/7s4Ndw==,0,0,0,0,0,0,0,348
AWSUS#SrfrP3FEar2KJsgSBJZEMw==,13,0,140,0,0,78,0,250
AWSUS#NM/yU7z27vHkmWBg4uQhsw==,0,0,8,0,0,0,0,202
AWSUS#1OUbv94M7fMdTP9kst7RVQ==,0,0,8,0,0,0,0,4074
AWSUS#fgqhyWWY9Z1nq55u56ICDg==,0,0,0,0,0,0,0,321
AWSUS#JQHx388+onW4rSW0R4Rb8w==,0,0,23,0,0,0,0,577
AWSUS#frGsse4geiYTDClCErGFsg==,0,0,7,0,0,0,0,133
AWSUS#AgVFlSnJ2Dtwbh2ca8jlqw==,0,0,90,0,0,0,0,159
AWSUS#CZsEjsXJ00TiZCFpaROIwQ==,0,0,20,0,0,0,0,4074
AWSUS#pdu5ZxzsDJcf1gNhIE4/cg==,0,0,107,0,0,0,0,69
AWSUS#Rm9GLeGZGRj9hw25jrmKkg==,0,0,0,0,0,0,0,2769
AWSUS#BFgTTXJu9670oRFaenXddQ==,0,0,290,0,0,0,0,197
AWSUS#TXPoN8C4O5PMDQMMImVdhQ==,0,0,0,0,0,0,0,35
AWSUS#G4xOxSrxwp1DMXMMv8SbFg==,0,0,42,0,0,0,0,671
AWSUS#ch4w5EsHAzWWknr/i49e9w==,0,0,19,0,0,0,0,294
AWSUS#UOeJvi+Dx36f6voRjaOjxg==,0,1,68,0,0,0,1,897
AWSUS#TGLFnPMRoApc9YJsbFVZ1w==,0,0,4,0,0,0,0,3165
AWSUS#f7B159JiusxpTVmEjkpvSA==,0,0,0,0,0,0,0,4
AWSUS#vJP31w/nDA5gdNWFRZPeHA==,0,0,0,0,0,0,0,2851
AWSUS#4rkMb6yLu/wpxyyv81LsDQ==,0,0,12,0,0,0,0,334
AWSUS#iTp0n6Ae4ZaeQrnWdeXSaw==,0,0,0,0,0,0,0,317
AWSUS#m+XQDXqsORz/N0nfKwiZQQ==,0,0,138,0,0,0,0,897
AWSUS#hI01xmNWc8tK1AnxuufsLw==,0,0,5,0,0,0,0,3038
AWSUS#QXtvVzZu39PQ4od6g/Meyw==,0,0,17,0,0,0,0,111
AWSUS#lZ2Hf3Dahu+y+sxRkjQJ4Q==,0,0,127,0,0,0,0,405
AWSUS#rCRw1Gk2NrWypn4M36P65g==,0,0,13,0,0,0,0,4074
AWSUS#eNJE+vzx0k5QudzHAxMGAw==,0,0,27,0,0,0,0,522
AWSUS#Gm+kukyuXRf2lzzmsO0UfQ==,9,0,193,6,0,30,0,4074
AWSUS#2ntK7iMjTBEUPCabOEtlEg==,0,0,35,0,0,0,0,953
AWSUS#4Vp40f5igjwxlE81sQrTcg==,0,0,32,0,0,0,0,133
AWSUS#qEoX6HfzW2bhM+nsg6eIfQ==,0,0,5,0,0,0,0,15
AWSUS#5Zzsogz79AcXfxHJwRSISQ==,0,0,0,0,0,0,0,2656
AWSUS#KhKNVLD0lVAcx6rx5GPcbw==,0,0,0,0,0,0,0,1
AWSUS#5r+xcDUv1RDe+Nsqf0nPOg==,0,0,13,0,0,0,0,4074
AWSUS#oPwybtWvM7Lwo5d9UipgFA==,0,1,70,0,1,0,12,4074
AWSUS#D/CvQcigUE5ODbNmEe0nWQ==,0,0,11,0,0,0,0,295
AWSUS#t/qyNVpJrzDEIO7nMLCCFQ==,0,0,19,0,0,0,0,214
AWSUS#GUy2GzYxWKNdRCWKuwzCVg==,0,0,163,0,0,0,0,764
AWSUS#c4+SAPeMBAyWEQumxU7uoA==,0,0,0,0,0,0,0,3308
AWSUS#DnJhhMyd5zRlVB5XU41MvQ==,0,0,13,0,0,0,0,751
AWSUS#QU+0VN67bHuvRnDvZZWgSw==,0,0,60,0,0,0,0,99
AWSUS#MBOYDqHKzcS+yPBrOebrVw==,0,0,4,0,0,0,0,3361
AWSUS#xP4YGsFzl0tCS8+yJTk0Yg==,0,0,0,0,0,0,0,3004
AWSUS#Ve/2uxL3ATV8o8V1neLQjw==,0,0,0,0,0,0,0,2500
AWSUS#w55Ebhl9kfvp0F9fxrbn4w==,0,0,98,0,0,0,0,392
AWSUS#Z3+1bZc4bmLCQeRN0ORCHA==,4,0,96,4,0,16,0,4074
AWSUS#uXqju5WXW1dJybBxkRI1lA==,0,0,2,0,0,0,0,147
AWSUS#bBJ4JTKARkQB1j/f0AJJ1A==,0,0,0,0,0,0,0,166
AWSUS#M2PU6ySJ4PbUL+iGQuatmQ==,0,0,0,0,0,0,0,348
AWSUS#10evC6H2hx/Ak+2aCg0qiw==,0,0,4,0,0,0,0,43
AWSUS#oPPfUyJjVK7iFQpW6oI8Jg==,0,0,15,0,0,0,0,3308
AWSUS#cjOB8FZF/na6+bIC8aX1Ag==,0,0,42,0,0,0,0,1210
AWSUS#LkuaBg808Ub1/fj9QEtOEQ==,0,0,54,0,0,0,0,1013
AWSUS#ESdwCQUTMqS+dNBG2v/++Q==,0,0,26,0,0,0,0,4074
AWSUS#58LyKpnjcChJZCVx5A7zmQ==,0,1,11,0,0,0,5,658
AWSUS#MQSR5MkB2rpD6TyBpnf+ag==,0,0,0,0,0,0,0,2
AWSUS#j2pxDw+uNj9MyiGchmypmg==,0,0,24,0,0,0,0,4074
AWSUS#35uiZw8nzDapGigTquGAug==,6,0,513,0,0,12,0,169
AWSUS#nx50EN2A7HnmASpIX6IGqg==,0,0,0,0,0,0,0,2689
AWSUS#caDaWqH9u3i45eeH63HKSg==,0,0,2,0,0,0,0,3668
AWSUS#vnD01BK6Fm16J/JdxcAtWA==,9,1,257,0,0,31,1,159
AWSUS#FLRReV0hRnYd4zRHUxrITA==,0,0,0,0,0,0,0,2443
AWSUS#RQIED5nEh+nG43C0MwWEiQ==,0,0,3,0,0,0,0,3899
AWSUS#cnGYnlvojVzBadNpx0qxxQ==,0,4,177,0,5,0,22,4074
AWSUS#gUq1W/Q7k3pLr0CP5RzOoQ==,0,0,0,0,0,0,0,1198
AWSUS#2k+uThSQvWKd6yhH+Zt3xw==,0,0,50,0,0,0,0,539
AWSUS#WP5skyD+k5VWYuLpslExug==,0,0,38,0,0,0,0,211
AWSUS#rUjAAfvtJ40iN9u3IUH8Cg==,0,0,3,0,0,0,0,2577
AWSUS#RWnhp8WM9nkrKmuLMka4Lg==,0,3,13,0,0,0,4,4074
AWSUS#2YmpQiV+K7KYrYL0j8WC0g==,0,0,127,0,0,0,0,725
AWSUS#SHic7yO8mznoJeuvlu9AnA==,0,2,4,0,0,0,4,525
AWSUS#9d6YGQnrDeg9Ir24fQf3rg==,0,0,0,0,0,0,0,147
AWSUS#wHBr0s+YWdl0SXHnAsO08g==,10,2,27209,10,1,70,5,4074
AWSUS#fNpog4lbdt6bY8H2aL5uSA==,0,0,0,0,0,0,0,3594
AWSUS#HhF4PW09b+Nm54qLOJwHbg==,0,0,0,0,0,0,0,368
AWSUS#q22K3aO+DLEj/5yqrVl+nA==,0,0,22,0,0,0,0,140
AWSUS#LVqOkntrJg6OzlFU32mEQw==,0,0,0,0,0,0,0,48
AWSUS#VIMM+Sqr3BsDcmWQij2Mng==,0,0,0,0,0,0,0,238
AWSUS#4G85ePmCTFAFalm7Kut+hA==,0,0,0,0,0,0,0,2414
AWSUS#s81My7eoSpbPmntHqUZ2YA==,0,0,142,0,0,0,0,57
AWSUS#2aMKfDOaqAVSi/JpkDnr3Q==,0,0,308,0,0,0,0,203
AWSUS#37nPcCiwTyjcWLanzDgkHg==,5,0,25,0,0,10,0,792
AWSUS#buvZN6r0Y9sj5NwHPSzU8g==,0,0,0,0,0,0,0,2774
AWSUS#FSCPmF2+g1G4RhKVueZXow==,0,0,61,0,0,0,0,624
AWSUS#3hhoWemWG1iL6roFPlx+eg==,0,0,0,0,0,0,0,4074
AWSUS#Haw59U2ZwndgzbIohj/B/g==,0,1,154,0,0,0,1,159
AWSUS#xb78gmzi4X/rjzDIEKZhcQ==,0,0,0,0,0,0,0,4074
AWSUS#LWd9x/iHdnV9w9cVfpdGbw==,0,0,0,0,0,0,0,3070
AWSUS#dGLIF92gNQ/e/c7qzEWgog==,0,0,460,0,0,0,0,218
AWSUS#UHmpPvIOv+wwvhPybF2egA==,0,0,32,0,0,0,0,64
AWSUS#E7PrK74mcdPbJ+DzYFgE4A==,0,0,15,0,0,0,0,159
AWSUS#m4pA5d9hmFZ9fvXl+zf6Hw==,0,0,3,0,0,0,0,3068
AWSUS#bg+60P+kPRHmh8R42LcFxg==,0,0,36,0,0,0,0,340
AWSUS#g7CtrdT31N1UnYFZQB+m4g==,0,0,16,0,0,0,0,882
AWSUS#jb6Avi8p0SdrZuWCfy/4TA==,0,0,0,0,0,0,0,2558
AWSUS#wlVsmjrRnSrsEN84crAYOA==,0,0,21,0,0,0,0,274
AWSUS#BU0MOkzX9ejZO189fIrrug==,0,0,28,0,0,0,0,4074
AWSUS#bAsU01uMELR6ilJNlFrosA==,0,0,26,0,0,0,0,4074
AWSUS#y2hchqoxovos5TjOgDLFbQ==,0,0,141,0,0,0,0,313
AWSUS#DT7ky64a+RUzmP8SxH54Mg==,0,0,0,0,0,0,0,2433
AWSUS#DP5mebJJE/uAuSlxF+2daA==,0,0,56,0,0,0,0,189
AWSUS#gn0Q3DW06Grr+8XK8UrL7w==,0,0,0,0,0,0,0,37
AWSUS#JGwai1zLQ2ITXo1QDbeLwA==,0,0,0,0,0,0,0,262
AWSUS#821/bcfo9/6OXVgUmpAwuQ==,0,0,8,0,0,0,0,862
AWSUS#yivOHwpYzvvrbBx9sh9Scg==,16,0,8,16,0,80,0,705
AWSUS#FyUYHulL1uuHt32nCPITKg==,0,0,35,0,0,0,0,635
AWSUS#YBiSFf/d7228YhDahvN6zw==,0,0,0,0,0,0,0,2667
AWSUS#wYuCttluhFzY36hMV/PfsQ==,0,2,24,0,1,0,4,4074
AWSUS#EG+D2addsAhdZpAJ3okA0w==,0,0,0,0,0,0,0,3213
AWSUS#V7OnqWxMQtFiuJRenbtCTQ==,0,0,59,0,0,0,0,1170
AWSUS#yvdt82SBnZHh9jFrwpebAg==,0,1,75,0,2,0,6,4074
AWSUS#30ngqexsDfnVzDJJjMJQEw==,0,0,41,0,0,0,0,462
AWSUS#QmaHa8mQDxIR4au5TVYofw==,0,0,6,0,0,0,0,2662
AWSUS#BKdhnzEFcfxB58Ji6Trnzg==,0,0,0,0,0,0,0,3280
AWSUS#huibP4rmDc8eZRNk4313wQ==,0,0,26,0,0,0,0,191
AWSUS#X32+ojXhBCiA6/r4FnTBlg==,0,18,178,0,9,0,74,4074
AWSUS#bhEOgHfNwFXRca3VnFEPjg==,0,0,8,0,0,0,0,3374
AWSUS#UWpAZ0fr+h1c21E8pWgxSw==,0,0,0,0,0,0,0,323
AWSUS#y8s4iPaMNYAtoVcLBKylWA==,0,0,0,0,0,0,0,846
AWSUS#UaQKpWx49UMss3zRgUd3XA==,0,0,0,0,0,0,0,2747
AWSUS#/10VpmOOFstYsxUBXYg8Zg==,0,0,5,0,0,0,0,725
AWSUS#iK4ikhV3fwVYc9Mz3TyO/Q==,0,0,0,0,0,0,0,13
AWSUS#9ahsoV6hfZQnD9KaoaLUFw==,0,0,14,0,0,0,0,105
AWSUS#IFRkWYoGX3/81IpHzIdwDg==,0,0,11,0,0,0,0,3983
AWSUS#J2aNVkG+YHcE+bxVtiNJdw==,0,0,24,0,0,0,0,570
AWSUS#7WMn9MLQVGm4qFCl9wW3bQ==,0,0,8,0,0,0,0,615
AWSUS#Xg8xwGiauZ1C7r1SulPXfA==,0,0,15,0,0,0,0,558
AWSUS#RGK40SCzx/8swXUuKBh+Ng==,0,0,1,0,0,0,0,21
AWSUS#4pNWKsixvzA+Yqao2VWOpA==,0,0,12,0,0,0,0,28
AWSUS#n2KaUEcPWryxlpr3wArsNw==,0,0,430,0,0,0,0,4074
AWSUS#GNq0giRLmo3PuwZjjo4nPA==,0,0,0,0,0,0,0,3
AWSUS#7yPMmWbJwyZsyfHJR/WfoQ==,0,0,93,0,0,0,0,78
AWSUS#ZF5Pg5rJPOZIrfItOZgIKA==,8,0,8,0,0,24,0,550
AWSUS#X8As09+fXVcmZChDwhW3/g==,0,0,361,0,0,0,0,4074
AWSUS#Betr2yh3Nf15/XSZPL/fYQ==,8,0,133,0,0,4,0,861
AWSUS#vavx/QXfdfSN5HYse/sz2w==,0,0,7,0,0,0,0,756
AWSUS#L0W7CCrDl4S61yfbMCHsBw==,0,0,0,0,0,0,0,2564
AWSUS#1jnjEEx7g9iT1hn9u+CFUw==,0,0,0,0,0,0,0,159
AWSUS#OuMTESV0rkdq7ctWV4ze+g==,0,0,193,0,0,0,0,28
AWSUS#R4AC7Y1BC6DeDxtMOJk/HA==,9,0,74,0,0,27,0,1057
AWSUS#SJGqq2vdcUFfRrP2j+lZAQ==,0,3,555,0,4,0,12,4074
AWSUS#ectNJGddjih8tYss4eEeFw==,0,0,3,0,0,0,0,2877
AWSUS#ELSWk438HSA96wVsihYKcg==,0,0,8,0,0,0,0,4074
AWSUS#W/8RKi7j0Yo40KRQNquBuQ==,0,0,0,0,0,0,0,4074
AWSUS#g2JpEXfI6x2T1eCJduDdRw==,0,0,0,0,0,0,0,2986
AWSUS#JyaOiL8sYM4f/YFFYzZ4jQ==,0,0,2,0,0,0,0,725
AWSUS#HsirQwBRYg+/LuqcZzYPBQ==,0,0,0,0,0,0,0,2845
AWSUS#oHtiTKh829LA2qjkbxnz7w==,0,0,40,0,0,0,0,159
AWSUS#Q43vnKsNZee2NrYnb5hOEQ==,0,0,14,0,0,0,0,176
AWSUS#FxjzuU7Tnhhpi6bnIQvfTQ==,12,0,82,0,0,12,0,122
AWSUS#6DtHBgrbYzFp1+EazQaOYQ==,0,1,30,0,2,0,3,1189
AWSUS#PIF1QPUT8eI+j9ScVJYcUQ==,0,0,11,0,0,0,0,4074
AWSUS#1trU9J7m06oBEdhgM7qzbw==,0,0,4,0,0,0,0,6
AWSUS#Kcbvop2RTi6gneVC/GyUyA==,0,0,30,0,0,0,0,356
AWSUS#e91WYlHwTQMsdlE4tY7blg==,13,0,182,0,0,117,0,134
AWSUS#84/M2UkcHalt/3mQDTvrrA==,0,1,365,0,2,147,2,309
AWSUS#kHNPVruCVPMPQcsL2rkMvA==,8,0,140,0,0,21,0,162
AWSUS#BRgbcEcLSYQOuWMNttL2nQ==,0,0,0,0,0,0,0,2430
AWSUS#A8uWQatJzKdFCjQV7L604A==,0,0,72,0,0,0,0,158
AWSUS#JA6PIqOAs/+fKFVbcWqscg==,0,0,26,0,0,0,0,301
AWSUS#W3BtfUG+bz9arBeqm6CQgA==,0,0,2,0,0,0,0,186
AWSUS#c+0c5BfnHW6ooPyXfPx93g==,30,0,930,16,0,258,0,434
AWSUS#PQ8CY2+9k56Pn7xW5ceCXQ==,0,0,0,0,0,0,0,4074
AWSUS#wT+xtqt6x41rVpRbVgjmcw==,0,0,0,0,0,0,0,862
AWSUS#XCYV6Mo6HmOSXfrYfRU7Dg==,0,0,82,0,0,0,0,694
AWSUS#RwF6CCI/lp4sZqbe8I8dXg==,0,0,6,0,0,0,0,82
AWSUS#fhTujaJT7uedcIlb5fTrJw==,0,0,33,0,0,0,0,4074
AWSUS#JPbK/127hoUXz+OR+5Fcqg==,13,1,1086,26,0,91,4,159
AWSUS#BSABsJMj0ED+QdQO1a+rEg==,0,0,35,0,0,0,0,549
AWSUS#s0vBLqmFaQgKspJR5sAs1Q==,0,0,5,0,0,0,0,988
AWSUS#ZZD17woEDqENcr68VycT2A==,0,0,0,0,0,0,0,4074
AWSUS#EsDQXbcwETTDj3Vo/NJo1A==,0,0,21,0,0,0,0,80
AWSUS#xRKAOj8YeSll4zAWebHOmA==,0,0,2,0,0,0,0,3367
AWSUS#SjCM6rUI3omQoOqgKhqzRQ==,0,0,5,0,0,0,0,1170
AWSUS#Jv4ZhFtD1z3C2W0yfAD7Og==,0,0,0,0,0,0,0,538
AWSUS#FwAwR1FwQwjH0gx6MC5f5g==,0,0,0,0,0,0,0,2673
AWSUS#CtHwHrycop+xf8RqfQEvKg==,0,0,0,0,0,0,0,138
AWSUS#5zTDr8wLpGG8H2T6nwtpCA==,0,0,0,0,0,0,0,204
AWSUS#rU+MgbSsDPzjZCn7SVOvaQ==,0,0,208,0,0,0,0,344
AWSUS#tUr6pJQXKaJmwYufdOEC5Q==,0,0,0,0,0,0,0,3
AWSUS#1ugjMN1cA+7Fz66o9qf1/Q==,0,0,8,0,0,0,0,2747
AWSUS#u31JXh33lDzS9e7IuM+PEg==,0,0,26,0,0,0,0,930
AWSUS#rGzn7ifzZoDlss63VOh8GA==,0,0,3,0,0,0,0,225
AWSUS#c/+Qf6W2FuLyQLgMYneljQ==,0,0,20,0,0,0,0,4074
AWSUS#KLR+RPFv73iLu6bybJ0LNg==,0,0,0,0,0,0,0,3186
AWSUS#2VoaRU1pf4bgMWllSqq6Ew==,0,0,19,0,0,0,0,2971
AWSUS#ozAjpdZAWKa1si4bschcDw==,0,0,16,0,0,0,0,8
AWSUS#p5n4yO3Hzln3cy7eyEXyZw==,24,4,71,3,2,72,24,4074
AWSUS#Yuxj6qeZcKT1rx85bZu+8Q==,0,0,0,0,0,0,0,2871
AWSUS#N1tSukejM+4Y3tFFC0sBAQ==,96,0,37,212,0,1255,0,601
AWSUS#rLwmlFRLuhN6gIQhVU1lrw==,0,0,0,0,0,0,0,90
AWSUS#t6UU5IOuPchBoVNkDQaUjQ==,0,0,0,0,0,0,0,3141
AWSUS#BAnvk//wWkDS+JoRE+I53w==,0,0,535,0,0,0,0,145
AWSUS#qPMmtWza65h0t/CKYxQPWA==,0,0,2,0,0,0,0,556
AWSUS#HRcitDNMDtBiVUq2R1X3yA==,0,0,14,0,0,0,0,467
AWSUS#IBQttOG95SDeWyf1+6npcw==,0,0,97,0,0,0,0,85
AWSUS#4CIPdrEo6qh9FVhYbZzSHw==,0,0,0,0,0,0,0,687
AWSUS#mDHb0U1h4Wu8fJTVdQRYhg==,0,0,12,0,0,0,0,3843
AWSUS#cKwsrXkz+Iqn1Ghu7YyJhQ==,0,0,0,0,0,0,0,3549
AWSUS#6u7EDUnGPdrFxqNt/G3mdg==,12,0,48,0,0,16,0,87
AWSUS#GfbE8/Zft8wg0Mer2Bx9Yg==,0,0,12,0,0,0,0,745
AWSUS#ay/UPGZt0DacVzeZtldXtQ==,0,0,7,0,0,0,0,1091
AWSUS#xPhTwglpm4ofvs5SsyTerQ==,0,0,2,0,0,0,0,1000
AWSUS#XsW8DqJQtSimqXIDH5NYHA==,3,0,139,3,0,6,0,97
AWSUS#S7f2zlufASRWqiG/eRjyZg==,0,0,4,0,0,0,0,357
AWSUS#F8eP2OM7Rro5SpcGrusRhQ==,0,0,0,0,0,0,0,3
AWSUS#5jNPebvhiVsag3HAshX9Gw==,0,0,10,0,0,0,0,129
AWSUS#5z1Aljgqnjle7GEmnH8CDQ==,6,0,344,0,0,36,0,650
AWSUS#5J5GYyU4b4z/9xHY2wnu7A==,0,0,0,0,0,0,0,418
AWSUS#B6OF8KhZvbdczbLZcWvhgQ==,0,0,0,0,0,0,0,2611
AWSUS#fvAkNCChopLFWwEvX2S/bQ==,0,0,155,0,0,0,0,4074
AWSUS#Qcgxb4kO+xGCPhk8WBhWig==,0,0,5,0,0,0,0,4074
AWSUS#MFu9XkdaU3kE+xAspKs+Fw==,0,0,6,0,0,0,0,666
AWSUS#yE5NKdqMtuh91y/3z9bB/Q==,0,0,62,0,0,0,0,179
AWSUS#JXTMqOgZdCUJJY25xLAIeg==,0,0,5,0,0,0,0,4074
AWSUS#yUliuOxgWJx+ZtFAfBw0Bw==,0,0,0,0,0,0,0,2697
AWSUS#l7gm8lroz1/4CpndDXbXLA==,0,0,13,0,0,0,0,406
AWSUS#omMGBHfdwuQ8sL0liY6kdw==,0,0,22,0,0,0,0,159
AWSUS#yxbLlTu49L++XDIbHIcb+Q==,0,0,22,0,0,0,0,574
AWSUS#Y9q31sH/zQzMuBffSEytjA==,0,0,64,0,0,0,0,421
AWSUS#xHl8tf/Xo5ndZPIwgDKqhA==,0,0,13,0,0,0,0,3523
AWSUS#7wI3+gliNNi/L4fgWqWZ7w==,0,1,314,0,1,0,5,4074
AWSUS#oW5KSkoPhvpy7egFNqMkzg==,0,0,16,0,0,0,0,2922
AWSUS#sDMqHifNbIy669oVtGLorg==,0,0,5,0,0,0,0,3207
AWSUS#PODvWKU7B551u0m6JupB5g==,0,2,73,0,0,0,2,97
AWSUS#BM1bnMFtN+sawvcmAnfgkg==,0,0,2,0,0,0,0,652
AWSUS#9lvuYAAQsTh43prLxQJ33A==,0,0,19,0,0,0,0,505
AWSUS#lCZho5ir4wqFoaZ4S2m/ow==,0,0,9,0,0,0,0,93
AWSUS#k47CwDNFnAn3ymwF2Cc1Gg==,0,0,77,0,0,0,0,392
AWSUS#JiRgKc4QPFHrhWSOM6DaLA==,0,0,0,0,0,0,0,6
AWSUS#sezZ3j/2R+XEhN1SvEz8Wg==,0,0,40,0,0,0,0,335
AWSUS#VyaU0KHN5M8X1Ghf77FPCQ==,0,0,101,0,0,0,0,497
AWSUS#U66NytBV2f+soo4I/2gU/g==,13,0,145,29,0,36,0,427
AWSUS#7rCkKw0F0rsFMxJ1VniLOQ==,0,0,95,0,0,0,0,4074
AWSUS#4KuwBAhfMktHjD+nogyKxw==,0,0,0,0,0,0,0,2426
AWSUS#1P7nY8mZBOPL7rZp4GoZgQ==,0,0,21,0,0,0,0,4074
AWSUS#e0qsfbSY+sqmZ8ZOl10lpQ==,0,1,9,0,2,0,2,4074
AWSUS#v6zcBO/IAiJMaofW2nMWHw==,0,0,49,0,0,0,0,949
AWSUS#qTS1yovjiH5a42aXdiOpDw==,0,0,0,0,0,0,0,15
AWSUS#khNJ0q4tAMAYqPJomOdEMg==,0,0,0,0,0,0,0,3241
AWSUS#TctxpwkQ51+Si3usvRWRew==,0,0,0,0,0,0,0,248
AWSUS#V7SX2z7gnEFGfFQKPAT3kg==,0,1,27,0,0,0,6,4074
AWSUS#OK6opvJp2EaRJKuRKqk8AQ==,13,0,68,0,0,104,0,117
AWSUS#X0mDyf0aOlKXWsMZ5uOUKw==,0,0,34,0,0,0,0,480
AWSUS#SKnXYLDesZiDEPp4EAox2Q==,0,2,47,0,0,0,1,159
AWSUS#4pSd91PXFAOnTPYF/yWRtQ==,0,0,5,0,0,0,0,548
AWSUS#/3bLkf9z6uSEVY6dD2Igyg==,0,0,2,0,0,0,0,3266
AWSUS#GTOs+C5b0BfxwSgTMPsTTA==,0,0,22,0,0,0,0,75
AWSUS#w89F8/itMGHUVS3/uXxBSA==,0,0,11,0,0,0,0,2635
AWSUS#HYisWNYvnYFNcVDMOnqmEA==,0,0,0,0,0,0,0,2411
AWSUS#MCsvHcllAqFa4SH20t9bOA==,0,0,38,0,0,0,0,155
AWSUS#4LLEaIB94Cr/L7ErGZYTow==,0,0,0,0,0,0,0,2790
AWSUS#nPwDdy4MQdwd0NNhv7xjZQ==,0,0,0,0,0,0,0,63
AWSUS#Fo+P9XHe/KPkhiAJawarfw==,0,0,0,0,0,0,0,565
AWSUS#Wq0HTQ7AH8V1wV2rzGgzYA==,0,0,3,0,0,0,0,2972
AWSUS#roT1qt3pOJ/dV8HMUEzoog==,0,0,111,0,0,0,0,4074
AWSUS#1ZEU7haVeqQhTUDdRqYCCw==,8,1,209,0,0,32,2,344
AWSUS#u8hAbKzHi/zTQCc0YGJ+3w==,0,0,3,0,0,0,0,476
AWSUS#JVhye7cUXS1tF7Gli/2b/w==,0,0,0,0,0,0,0,3105
AWSUS#sWpAe9KNzyIzmGscHEENRQ==,0,0,0,0,0,0,0,442
AWSUS#SYlrEOn3P4vc1LXan0jr4Q==,0,1,11,0,1,0,4,4074
AWSUS#ZjEMOwYL0InHj0SrgqLfRg==,0,0,139,0,0,0,0,4074
AWSUS#guzAO3F1PEVsmWTWLvvjmA==,0,0,510,0,0,0,0,313
AWSUS#lxsWfMXSSOr1E+fJTBcLPA==,0,0,0,0,0,0,0,378
AWSUS#xlbn91eKaha3tHtDulyhNg==,0,0,5,0,0,0,0,296
